År;Församlings-kod;Kommun;Församling;Summa, inkl. kyrkoavgift;Summa, exkl. kyrkoavgift;Kommunal-skatt;Landstings-skatt;Begravnings-avgift;Kyrkoavgift
2023;13 84;KUNGSBACKA;LANDA FÖRSAMLING;34.328;32.988;21.33;11.40;0.258;1.34
2023;13 84;KUNGSBACKA;ONSALA FÖRSAMLING;33.978;32.988;21.33;11.40;0.258;0.99
2023;13 84;KUNGSBACKA;SLÄPS FÖRSAMLING;34.028;32.988;21.33;11.40;0.258;1.04
2023;13 84;KUNGSBACKA;TÖLÖ FÖRSAMLING;34.128;32.988;21.33;11.40;0.258;1.14
2023;13 84;KUNGSBACKA;VALLDA FÖRSAMLING;34.028;32.988;21.33;11.40;0.258;1.04
2023;13 84;KUNGSBACKA;ÄLVSÅKERS FÖRSAMLING;34.128;32.988;21.33;11.40;0.258;1.14
2023;13 84;KUNGSBACKA;ÖLMEVALLA FÖRSAMLING;34.328;32.988;21.33;11.40;0.258;1.34
2023;14 01;HÄRRYDA;BJÖRKETORPS FÖRSAMLING;33.368;32.238;20.50;11.48;0.258;1.13
2023;14 01;HÄRRYDA;HÄRRYDA FÖRSAMLING;33.298;32.238;20.50;11.48;0.258;1.06
2023;14 01;HÄRRYDA;LANDVETTERS FÖRSAMLING;33.298;32.238;20.50;11.48;0.258;1.06
2023;14 01;HÄRRYDA;RÅDA FÖRSAMLING;33.378;32.238;20.50;11.48;0.258;1.14
2023;14 02;PARTILLE;FURULUNDS FÖRSAMLING;32.748;31.698;19.96;11.48;0.258;1.05
2023;14 02;PARTILLE;PARTILLE FÖRSAMLING;32.748;31.698;19.96;11.48;0.258;1.05
2023;14 02;PARTILLE;SÄVEDALENS FÖRSAMLING;32.748;31.698;19.96;11.48;0.258;1.05
2023;14 07;ÖCKERÖ;ÖCKERÖ FÖRSAMLING;34.408;33.298;21.56;11.48;0.258;1.11
2023;14 15;STENUNGSUND;JÖRLANDA FÖRSAMLING;34.538;33.378;21.64;11.48;0.258;1.16
2023;14 15;STENUNGSUND;NORUMS FÖRSAMLING;34.588;33.378;21.64;11.48;0.258;1.21
2023;14 15;STENUNGSUND;SPEKERÖD-UCKLUMS FÖRSAMLING;34.598;33.378;21.64;11.48;0.258;1.22
2023;14 15;STENUNGSUND;ÖDSMÅLS FÖRSAMLING;34.588;33.378;21.64;11.48;0.258;1.21
2023;14 19;TJÖRN;KLÖVEDALS FÖRSAMLING;34.718;33.448;21.71;11.48;0.258;1.27
2023;14 19;TJÖRN;RÖNNÄNGS FÖRSAMLING;34.718;33.448;21.71;11.48;0.258;1.27
2023;14 19;TJÖRN;STENKYRKA FÖRSAMLING;34.718;33.448;21.71;11.48;0.258;1.27
2023;14 19;TJÖRN;VALLA FÖRSAMLING;34.718;33.448;21.71;11.48;0.258;1.27
2023;14 21;ORUST;LÅNGELANDA FÖRSAMLING;35.548;34.248;22.51;11.48;0.258;1.30
2023;14 21;ORUST;MORLANDA FÖRSAMLING;35.548;34.248;22.51;11.48;0.258;1.30
2023;14 21;ORUST;MYCKLEBY FÖRSAMLING;35.548;34.248;22.51;11.48;0.258;1.30
2023;14 21;ORUST;RÖRA FÖRSAMLING;35.548;34.248;22.51;11.48;0.258;1.30
2023;14 21;ORUST;STALA FÖRSAMLING;35.548;34.248;22.51;11.48;0.258;1.30
2023;14 21;ORUST;TEGNEBY FÖRSAMLING;35.548;34.248;22.51;11.48;0.258;1.30
2023;14 21;ORUST;TORPS FÖRSAMLING;35.548;34.248;22.51;11.48;0.258;1.30
2023;14 27;SOTENÄS;HUNNEBOSTRANDS FÖRSAMLING;35.058;33.728;21.99;11.48;0.258;1.33
2023;14 27;SOTENÄS;SÖDRA SOTENÄS FÖRSAMLING;35.058;33.728;21.99;11.48;0.258;1.33
2023;14 27;SOTENÄS;TOSSENE FÖRSAMLING;35.058;33.728;21.99;11.48;0.258;1.33
2023;14 30;MUNKEDAL;MUNKEDALS FÖRSAMLING;36.428;35.118;23.38;11.48;0.258;1.31
2023;14 35;TANUM;BOTTNA FÖRSAMLING;34.738;33.298;21.56;11.48;0.258;1.44
2023;14 35;TANUM;FJÄLLBACKA FÖRSAMLING;34.738;33.298;21.56;11.48;0.258;1.44
2023;14 35;TANUM;KVILLE FÖRSAMLING;34.738;33.298;21.56;11.48;0.258;1.44
2023;14 35;TANUM;LURS FÖRSAMLING;34.738;33.298;21.56;11.48;0.258;1.44
2023;14 35;TANUM;NAVERSTAD-MO FÖRSAMLING;34.738;33.298;21.56;11.48;0.258;1.44
2023;14 35;TANUM;SVENNEBY FÖRSAMLING;34.738;33.298;21.56;11.48;0.258;1.44
2023;14 35;TANUM;TANUMS FÖRSAMLING;34.738;33.298;21.56;11.48;0.258;1.44
2023;14 38;DALS-ED;DALS-EDS FÖRSAMLING;36.573;34.948;23.21;11.48;0.258;1.625
2023;14 39;FÄRGELANDA;FÄRGELANDA-HÖGSÄTERS FÖRSAMLING;35.863;34.648;22.91;11.48;0.258;1.215
2023;14 40;ALE;NÖDINGE FÖRSAMLING;34.448;33.608;21.87;11.48;0.258;0.84
2023;14 40;ALE;SKEPPLANDA-HÅLANDA FÖRSAMLING;34.718;33.608;21.87;11.48;0.258;1.11
2023;14 40;ALE;STARRKÄRR-KILANDA FÖRSAMLING;34.738;33.608;21.87;11.48;0.258;1.13
2023;14 41;LERUM;LERUMS FÖRSAMLING;33.398;32.388;20.65;11.48;0.258;1.01
2023;14 41;LERUM;SKALLSJÖ FÖRSAMLING;33.348;32.388;20.65;11.48;0.258;0.96
2023;14 41;LERUM;STORA LUNDBY FÖRSAMLING;33.498;32.388;20.65;11.48;0.258;1.11
2023;14 41;LERUM;ÖSTADS FÖRSAMLING;33.498;32.388;20.65;11.48;0.258;1.11
2023;14 42;VÅRGÅRDA;ALGUTSTORPS FÖRSAMLING;34.563;33.348;21.61;11.48;0.258;1.215
2023;14 42;VÅRGÅRDA;ASKLANDA FÖRSAMLING;34.563;33.348;21.61;11.48;0.258;1.215
2023;14 42;VÅRGÅRDA;HOLS FÖRSAMLING;34.563;33.348;21.61;11.48;0.258;1.215
2023;14 42;VÅRGÅRDA;LENA FÖRSAMLING;34.563;33.348;21.61;11.48;0.258;1.215
2023;14 42;VÅRGÅRDA;NÅRUNGA FÖRSAMLING;34.563;33.348;21.61;11.48;0.258;1.215
2023;14 43;BOLLEBYGD;BOLLEBYGDS FÖRSAMLING;34.528;33.328;21.59;11.48;0.258;1.20
2023;14 43;BOLLEBYGD;TÖLLSJÖ FÖRSAMLING;34.528;33.328;21.59;11.48;0.258;1.20
2023;14 44;GRÄSTORP;FLO FÖRSAMLING;34.883;33.728;21.99;11.48;0.258;1.155
2023;14 44;GRÄSTORP;FRIDHEMS FÖRSAMLING;34.883;33.728;21.99;11.48;0.258;1.155
2023;14 44;GRÄSTORP;SÄRESTADS FÖRSAMLING;34.883;33.728;21.99;11.48;0.258;1.155
2023;14 44;GRÄSTORP;TENGENE FÖRSAMLING;34.883;33.728;21.99;11.48;0.258;1.155
2023;14 44;GRÄSTORP;TRÖKÖRNA FÖRSAMLING;34.883;33.728;21.99;11.48;0.258;1.155
2023;14 45;ESSUNGA;ESSUNGA FÖRSAMLING;34.923;33.308;21.57;11.48;0.258;1.615
2023;14 45;ESSUNGA;FRIDHEMS FÖRSAMLING;34.463;33.308;21.57;11.48;0.258;1.155
2023;14 45;ESSUNGA;FRÄMMESTAD-BÄREBERGS FÖRSAMLING;34.923;33.308;21.57;11.48;0.258;1.615
2023;14 46;KARLSBORG;BREVIKS FÖRSAMLING;34.373;33.058;21.32;11.48;0.258;1.315
2023;14 46;KARLSBORG;KARLSBORGS FÖRSAMLING;34.373;33.058;21.32;11.48;0.258;1.315
2023;14 46;KARLSBORG;MÖLLTORPS FÖRSAMLING;34.373;33.058;21.32;11.48;0.258;1.315
2023;14 46;KARLSBORG;UNDENÄS FÖRSAMLING;34.373;33.058;21.32;11.48;0.258;1.315
2023;14 47;GULLSPÅNG;AMNEHÄRADS FÖRSAMLING;35.563;34.228;22.49;11.48;0.258;1.335
2023;14 47;GULLSPÅNG;HOVA-ÄLGARÅS FÖRSAMLING;35.503;34.228;22.49;11.48;0.258;1.275
2023;14 52;TRANEMO;DALSTORPS FÖRSAMLING;34.708;33.238;21.50;11.48;0.258;1.47
2023;14 52;TRANEMO;LÄNGHEMS FÖRSAMLING;34.708;33.238;21.50;11.48;0.258;1.47
2023;14 52;TRANEMO;TRANEMO FÖRSAMLING;34.708;33.238;21.50;11.48;0.258;1.47
2023;14 60;BENGTSFORS;LAXARBY-VÅRVIKS FÖRSAMLING;36.183;34.658;22.92;11.48;0.258;1.525
2023;14 60;BENGTSFORS;STENEBY FÖRSAMLING;36.213;34.658;22.92;11.48;0.258;1.555
2023;14 60;BENGTSFORS;TORRSKOGS FÖRSAMLING;36.183;34.658;22.92;11.48;0.258;1.525
2023;14 60;BENGTSFORS;ÄRTEMARKS FÖRSAMLING;36.183;34.658;22.92;11.48;0.258;1.525
2023;14 61;MELLERUD;BOLSTADS FÖRSAMLING;35.838;34.338;22.60;11.48;0.258;1.50
2023;14 61;MELLERUD;HOLMS FÖRSAMLING;35.838;34.338;22.60;11.48;0.258;1.50
2023;14 61;MELLERUD;SKÅLLERUDS FÖRSAMLING;35.838;34.338;22.60;11.48;0.258;1.50
2023;14 61;MELLERUD;ÖRS FÖRSAMLING;35.838;34.338;22.60;11.48;0.258;1.50
2023;14 62;LILLA EDET;FUXERNA-ÅSBRÄCKA FÖRSAMLING;35.448;34.108;22.37;11.48;0.258;1.34
2023;14 62;LILLA EDET;HJÄRTUMS FÖRSAMLING;35.448;34.108;22.37;11.48;0.258;1.34
2023;14 62;LILLA EDET;LÖDÖSE FÖRSAMLING;35.218;34.108;22.37;11.48;0.258;1.11
2023;14 62;LILLA EDET;VÄSTERLANDA FÖRSAMLING;35.448;34.108;22.37;11.48;0.258;1.34
2023;14 63;MARK;FRITSLA-SKEPHULTS FÖRSAMLING;34.338;33.248;21.51;11.48;0.258;1.09
2023;14 63;MARK;HORREDS FÖRSAMLING;34.658;33.248;21.51;11.48;0.258;1.41
2023;14 63;MARK;HYSSNA FÖRSAMLING;34.558;33.248;21.51;11.48;0.258;1.31
2023;14 63;MARK;ISTORPS FÖRSAMLING;34.658;33.248;21.51;11.48;0.258;1.41
2023;14 63;MARK;KINNA FÖRSAMLING;34.338;33.248;21.51;11.48;0.258;1.09
2023;14 63;MARK;SÄTILA FÖRSAMLING;34.558;33.248;21.51;11.48;0.258;1.31
2023;14 63;MARK;TORESTORPS FÖRSAMLING;34.778;33.248;21.51;11.48;0.258;1.53
2023;14 63;MARK;VÄSTRA MARKS FÖRSAMLING;34.588;33.248;21.51;11.48;0.258;1.34
2023;14 63;MARK;ÄLEKULLA FÖRSAMLING;34.778;33.248;21.51;11.48;0.258;1.53
2023;14 63;MARK;ÖRBY-SKENE FÖRSAMLING;34.408;33.248;21.51;11.48;0.258;1.16
2023;14 63;MARK;ÖXABÄCKS FÖRSAMLING;34.778;33.248;21.51;11.48;0.258;1.53
2023;14 63;MARK;ÖXNEVALLA FÖRSAMLING;34.658;33.248;21.51;11.48;0.258;1.41
2023;14 65;SVENLJUNGA;KINDAHOLMS FÖRSAMLING;35.258;33.788;22.05;11.48;0.258;1.47
2023;14 65;SVENLJUNGA;MJÖBÄCK-HOLSLJUNGA FÖRSAMLING;35.258;33.788;22.05;11.48;0.258;1.47
2023;14 65;SVENLJUNGA;SEXDREGA FÖRSAMLING;35.258;33.788;22.05;11.48;0.258;1.47
2023;14 65;SVENLJUNGA;SVENLJUNGABYGDENS FÖRSAMLING;35.258;33.788;22.05;11.48;0.258;1.47
2023;14 66;HERRLJUNGA;HERRLJUNGABYGDENS FÖRSAMLING;35.051;33.678;21.94;11.48;0.258;1.373
2023;14 70;VARA;VARABYGDENS FÖRSAMLING;35.613;34.108;22.37;11.48;0.258;1.505
2023;14 71;GÖTENE;GÖTENE FÖRSAMLING;35.123;33.858;22.12;11.48;0.258;1.265
2023;14 71;GÖTENE;HUSABY FÖRSAMLING;35.123;33.858;22.12;11.48;0.258;1.265
2023;14 71;GÖTENE;KINNEKULLE FÖRSAMLING;35.123;33.858;22.12;11.48;0.258;1.265
2023;14 71;GÖTENE;KÄLLBY FÖRSAMLING;35.123;33.858;22.12;11.48;0.258;1.265
2023;14 72;TIBRO;RANSBERGS FÖRSAMLING;34.473;33.448;21.71;11.48;0.258;1.025
2023;14 72;TIBRO;TIBRO FÖRSAMLING;34.473;33.448;21.71;11.48;0.258;1.025
2023;14 73;TÖREBODA;FREDSBERG-BÄCKS FÖRSAMLING;34.733;33.458;21.72;11.48;0.258;1.275
2023;14 73;TÖREBODA;FÄGRE FÖRSAMLING;34.733;33.458;21.72;11.48;0.258;1.275
2023;14 73;TÖREBODA;HOVA-ÄLGARÅS FÖRSAMLING;34.733;33.458;21.72;11.48;0.258;1.275
2023;14 73;TÖREBODA;TÖREBODA FÖRSAMLING;34.733;33.458;21.72;11.48;0.258;1.275
2023;14 80;GÖTEBORG;ANGEREDS FÖRSAMLING;33.708;32.858;21.12;11.48;0.258;0.85
2023;14 80;GÖTEBORG;ASKIMS FÖRSAMLING;33.708;32.858;21.12;11.48;0.258;0.85
2023;14 80;GÖTEBORG;BACKA FÖRSAMLING;33.708;32.858;21.12;11.48;0.258;0.85
2023;14 80;GÖTEBORG;BERGSJÖNS FÖRSAMLING;33.708;32.858;21.12;11.48;0.258;0.85
2023;14 80;GÖTEBORG;BJÖRKEKÄRRS FÖRSAMLING;33.708;32.858;21.12;11.48;0.258;0.85
2023;14 80;GÖTEBORG;DOMKYRKOFÖRSAMLINGEN I GÖTEBORG;33.708;32.858;21.12;11.48;0.258;0.85
2023;14 80;GÖTEBORG;GÖTEBORGS ANNEDALS FÖRSAMLING;33.708;32.858;21.12;11.48;0.258;0.85
2023;14 80;GÖTEBORG;GÖTEBORGS CARL JOHANS FÖRSAMLING;33.708;32.858;21.12;11.48;0.258;0.85
2023;14 80;GÖTEBORG;GÖTEBORGS HAGA FÖRSAMLING;33.708;32.858;21.12;11.48;0.258;0.85
2023;14 80;GÖTEBORG;GÖTEBORGS JOHANNEBERGS FÖRSAMLING;33.708;32.858;21.12;11.48;0.258;0.85
2023;14 80;GÖTEBORG;GÖTEBORGS MASTHUGGS FÖRSAMLING;33.708;32.858;21.12;11.48;0.258;0.85
2023;14 80;GÖTEBORG;GÖTEBORGS OSCAR FREDRIKS FÖRSAMLING;33.708;32.858;21.12;11.48;0.258;0.85
2023;14 80;GÖTEBORG;GÖTEBORGS S:T PAULI FÖRSAMLING;33.708;32.858;21.12;11.48;0.258;0.85
2023;14 80;GÖTEBORG;GÖTEBORGS VASA FÖRSAMLING;33.708;32.858;21.12;11.48;0.258;0.85
2023;14 80;GÖTEBORG;HÄRLANDA FÖRSAMLING;33.708;32.858;21.12;11.48;0.258;0.85
2023;14 80;GÖTEBORG;HÖGSBO FÖRSAMLING;33.708;32.858;21.12;11.48;0.258;0.85
2023;14 80;GÖTEBORG;KORTEDALA FÖRSAMLING;33.708;32.858;21.12;11.48;0.258;0.85
2023;14 80;GÖTEBORG;LUNDBY FÖRSAMLING;33.708;32.858;21.12;11.48;0.258;0.85
2023;14 80;GÖTEBORG;NYLÖSE FÖRSAMLING;33.708;32.858;21.12;11.48;0.258;0.85
2023;14 80;GÖTEBORG;NÄSETS FÖRSAMLING;33.708;32.858;21.12;11.48;0.258;0.85
2023;14 80;GÖTEBORG;STYRSÖ FÖRSAMLING;33.708;32.858;21.12;11.48;0.258;0.85
2023;14 80;GÖTEBORG;TORSLANDA-BJÖRLANDA FÖRSAMLING;33.708;32.858;21.12;11.48;0.258;0.85
2023;14 80;GÖTEBORG;TUVE-SÄVE FÖRSAMLING;33.708;32.858;21.12;11.48;0.258;0.85
2023;14 80;GÖTEBORG;TYNNEREDS FÖRSAMLING;33.708;32.858;21.12;11.48;0.258;0.85
2023;14 80;GÖTEBORG;VÄSTRA FRÖLUNDA FÖRSAMLING;33.708;32.858;21.12;11.48;0.258;0.85
2023;14 80;GÖTEBORG;ÄLVSBORGS FÖRSAMLING;33.708;32.858;21.12;11.48;0.258;0.85
2023;14 80;GÖTEBORG;ÖRGRYTE FÖRSAMLING;33.708;32.858;21.12;11.48;0.258;0.85
2023;14 80;GÖTEBORG;TYSKA CHRISTINAE FÖRSAMLING;33.708;32.858;21.12;11.48;0.258;0.85
2023;14 81;MÖLNDAL;FÄSSBERGS FÖRSAMLING;33.048;32.248;20.51;11.48;0.258;0.80
2023;14 81;MÖLNDAL;KÅLLEREDS FÖRSAMLING;33.048;32.248;20.51;11.48;0.258;0.80
2023;14 81;MÖLNDAL;LINDOME FÖRSAMLING;32.928;32.248;20.51;11.48;0.258;0.68
2023;14 81;MÖLNDAL;STENSJÖNS FÖRSAMLING;33.048;32.248;20.51;11.48;0.258;0.80
2023;14 82;KUNGÄLV;HARESTADS FÖRSAMLING;34.298;33.178;21.44;11.48;0.258;1.12
2023;14 82;KUNGÄLV;HÅLTA FÖRSAMLING;34.338;33.178;21.44;11.48;0.258;1.16
2023;14 82;KUNGÄLV;KAREBY FÖRSAMLING;34.288;33.178;21.44;11.48;0.258;1.11
2023;14 82;KUNGÄLV;KUNGÄLV-YTTERBY FÖRSAMLING;34.118;33.178;21.44;11.48;0.258;0.94
2023;14 82;KUNGÄLV;LYCKE FÖRSAMLING;34.298;33.178;21.44;11.48;0.258;1.12
2023;14 82;KUNGÄLV;MARSTRANDS FÖRSAMLING;34.298;33.178;21.44;11.48;0.258;1.12
2023;14 82;KUNGÄLV;ROMELANDA FÖRSAMLING;34.288;33.178;21.44;11.48;0.258;1.11
2023;14 82;KUNGÄLV;SOLBERGA FÖRSAMLING;34.338;33.178;21.44;11.48;0.258;1.16
2023;14 82;KUNGÄLV;TORSBY FÖRSAMLING;34.298;33.178;21.44;11.48;0.258;1.12
2023;14 84;LYSEKIL;LYSEKILS NORRA FÖRSAMLING;35.488;34.198;22.46;11.48;0.258;1.29
2023;14 84;LYSEKIL;LYSEKILS SÖDRA FÖRSAMLING;35.488;34.198;22.46;11.48;0.258;1.29
2023;14 85;UDDEVALLA;BOKENÄSETS FÖRSAMLING;35.218;33.898;22.16;11.48;0.258;1.32
2023;14 85;UDDEVALLA;BÄVE FÖRSAMLING;35.108;33.898;22.16;11.48;0.258;1.21
2023;14 85;UDDEVALLA;DALABERGS FÖRSAMLING;35.108;33.898;22.16;11.48;0.258;1.21
2023;14 85;UDDEVALLA;HERRESTADS FÖRSAMLING;35.108;33.898;22.16;11.48;0.258;1.21
2023;14 85;UDDEVALLA;LANE-RYRS FÖRSAMLING;35.108;33.898;22.16;11.48;0.258;1.21
2023;14 85;UDDEVALLA;LJUNGSKILE FÖRSAMLING;35.038;33.898;22.16;11.48;0.258;1.14
2023;14 85;UDDEVALLA;UDDEVALLA FÖRSAMLING;35.108;33.898;22.16;11.48;0.258;1.21
2023;14 86;STRÖMSTAD;IDEFJORDENS FÖRSAMLING;34.868;33.648;21.91;11.48;0.258;1.22
2023;14 86;STRÖMSTAD;SKEE-TJÄRNÖ FÖRSAMLING;34.868;33.648;21.91;11.48;0.258;1.22
2023;14 86;STRÖMSTAD;STRÖMSTADS FÖRSAMLING;34.868;33.648;21.91;11.48;0.258;1.22
2023;14 87;VÄNERSBORG;BRÅLANDA FÖRSAMLING;35.343;33.948;22.21;11.48;0.258;1.395
2023;14 87;VÄNERSBORG;FRÄNDEFORS FÖRSAMLING;35.103;33.948;22.21;11.48;0.258;1.155
2023;14 87;VÄNERSBORG;GESTADS FÖRSAMLING;35.343;33.948;22.21;11.48;0.258;1.395
2023;14 87;VÄNERSBORG;SUNDALS-RYRS FÖRSAMLING;35.343;33.948;22.21;11.48;0.258;1.395
2023;14 87;VÄNERSBORG;VÄNERSBORG OCH VÄNE-RYRS FÖRSAMLING;35.003;33.948;22.21;11.48;0.258;1.055
2023;14 87;VÄNERSBORG;VÄNERSNÄS FÖRSAMLING;35.173;33.948;22.21;11.48;0.258;1.225
2023;14 87;VÄNERSBORG;VÄSTRA TUNHEMS FÖRSAMLING;35.173;33.948;22.21;11.48;0.258;1.225
2023;14 88;TROLLHÄTTAN;BJÄRKE FÖRSAMLING;35.663;34.098;22.36;11.48;0.258;1.565
2023;14 88;TROLLHÄTTAN;GÄRDHEMS FÖRSAMLING;35.323;34.098;22.36;11.48;0.258;1.225
2023;14 88;TROLLHÄTTAN;ROMMELE FÖRSAMLING;35.223;34.098;22.36;11.48;0.258;1.125
2023;14 88;TROLLHÄTTAN;TROLLHÄTTANS FÖRSAMLING;35.133;34.098;22.36;11.48;0.258;1.035
2023;14 88;TROLLHÄTTAN;ÅSAKA-BJÖRKE FÖRSAMLING;35.323;34.098;22.36;11.48;0.258;1.225
2023;14 89;ALINGSÅS;ALINGSÅS FÖRSAMLING;34.213;33.098;21.36;11.48;0.258;1.115
2023;14 89;ALINGSÅS;BJÄRKE FÖRSAMLING;34.663;33.098;21.36;11.48;0.258;1.565
2023;14 89;ALINGSÅS;HEMSJÖ FÖRSAMLING;34.213;33.098;21.36;11.48;0.258;1.115
2023;14 89;ALINGSÅS;ÖDENÄS FÖRSAMLING;34.213;33.098;21.36;11.48;0.258;1.115
2023;14 90;BORÅS;BORÅS CAROLI FÖRSAMLING;34.043;33.048;21.31;11.48;0.258;0.995
2023;14 90;BORÅS;BORÅS GUSTAV ADOLFS FÖRSAMLING;34.043;33.048;21.31;11.48;0.258;0.995
2023;14 90;BORÅS;BRÄMHULTS FÖRSAMLING;34.043;33.048;21.31;11.48;0.258;0.995
2023;14 90;BORÅS;FRISTADS FÖRSAMLING;34.253;33.048;21.31;11.48;0.258;1.205
2023;14 90;BORÅS;KINNARUMMA FÖRSAMLING;34.353;33.048;21.31;11.48;0.258;1.305
2023;14 90;BORÅS;LÄNGHEMS FÖRSAMLING;34.518;33.048;21.31;11.48;0.258;1.47
2023;14 90;BORÅS;SANDHULT-BREDAREDS FÖRSAMLING;34.193;33.048;21.31;11.48;0.258;1.145
2023;14 90;BORÅS;SEGLORA FÖRSAMLING;34.353;33.048;21.31;11.48;0.258;1.305
2023;14 90;BORÅS;SEXDREGA FÖRSAMLING;34.518;33.048;21.31;11.48;0.258;1.47
2023;14 90;BORÅS;TOARPS FÖRSAMLING;34.463;33.048;21.31;11.48;0.258;1.415
2023;14 91;ULRICEHAMN;HÄLLSTADS FÖRSAMLING;34.138;32.788;21.05;11.48;0.258;1.35
2023;14 91;ULRICEHAMN;HÖSSNA FÖRSAMLING;34.138;32.788;21.05;11.48;0.258;1.35
2023;14 91;ULRICEHAMN;REDVÄGS FÖRSAMLING;34.138;32.788;21.05;11.48;0.258;1.35
2023;14 91;ULRICEHAMN;SÖDRA VINGS FÖRSAMLING;34.138;32.788;21.05;11.48;0.258;1.35
2023;14 91;ULRICEHAMN;TIMMELE FÖRSAMLING;34.138;32.788;21.05;11.48;0.258;1.35
2023;14 91;ULRICEHAMN;ULRICEHAMNS FÖRSAMLING;34.138;32.788;21.05;11.48;0.258;1.35
2023;14 91;ULRICEHAMN;ÅSUNDENS FÖRSAMLING;34.138;32.788;21.05;11.48;0.258;1.35
2023;14 92;ÅMÅL;ÅMÅLS FÖRSAMLING;35.473;34.198;22.46;11.48;0.258;1.275
2023;14 93;MARIESTAD;LUGNÅS FÖRSAMLING;34.353;32.998;21.26;11.48;0.258;1.355
2023;14 93;MARIESTAD;LYRESTADS FÖRSAMLING;34.333;32.998;21.26;11.48;0.258;1.335
2023;14 93;MARIESTAD;MARIESTADS FÖRSAMLING;34.053;32.998;21.26;11.48;0.258;1.055
2023;14 93;MARIESTAD;ULLERVADS FÖRSAMLING;34.353;32.998;21.26;11.48;0.258;1.355
2023;14 94;LIDKÖPING;JÄRPÅS FÖRSAMLING;34.583;32.998;21.26;11.48;0.258;1.585
2023;14 94;LIDKÖPING;KÅLLANDS-RÅDA FÖRSAMLING;34.583;32.998;21.26;11.48;0.258;1.585
2023;14 94;LIDKÖPING;LIDKÖPINGS FÖRSAMLING;34.113;32.998;21.26;11.48;0.258;1.115
2023;14 94;LIDKÖPING;SUNNERSBERGS FÖRSAMLING;34.303;32.998;21.26;11.48;0.258;1.305
2023;14 94;LIDKÖPING;SÄVARE FÖRSAMLING;34.373;32.998;21.26;11.48;0.258;1.375
2023;14 94;LIDKÖPING;ÖRSLÖSA FÖRSAMLING;34.583;32.998;21.26;11.48;0.258;1.585
2023;14 95;SKARA;ARDALA FÖRSAMLING;34.503;33.238;21.50;11.48;0.258;1.265
2023;14 95;SKARA;SKARA DOMKYRKOFÖRSAMLING;34.503;33.238;21.50;11.48;0.258;1.265
2023;14 95;SKARA;VALLE FÖRSAMLING;34.503;33.238;21.50;11.48;0.258;1.265
2023;14 96;SKÖVDE;BERGS FÖRSAMLING;34.733;33.348;21.61;11.48;0.258;1.385
2023;14 96;SKÖVDE;FRÖSVE FÖRSAMLING;34.733;33.348;21.61;11.48;0.258;1.385
2023;14 96;SKÖVDE;GÖTLUNDA FÖRSAMLING;34.733;33.348;21.61;11.48;0.258;1.385
2023;14 96;SKÖVDE;SKULTORPS FÖRSAMLING;34.523;33.348;21.61;11.48;0.258;1.175
2023;14 96;SKÖVDE;SKÖVDE FÖRSAMLING;34.523;33.348;21.61;11.48;0.258;1.175
2023;14 96;SKÖVDE;SVENTORP-FORSBY FÖRSAMLING;34.743;33.348;21.61;11.48;0.258;1.395
2023;14 96;SKÖVDE;VÄRINGS FÖRSAMLING;34.733;33.348;21.61;11.48;0.258;1.385
2023;14 96;SKÖVDE;VÄRSÅS-VAROLA-VRETENS FÖRSAMLING;34.743;33.348;21.61;11.48;0.258;1.395
2023;14 97;HJO;FÅGELÅS FÖRSAMLING;34.743;33.738;22.00;11.48;0.258;1.005
2023;14 97;HJO;HJO FÖRSAMLING;34.743;33.738;22.00;11.48;0.258;1.005
2023;14 97;HJO;KORSBERGA-FRIDENE FÖRSAMLING;34.743;33.738;22.00;11.48;0.258;1.005
2023;14 97;HJO;MOFALLA FÖRSAMLING;34.743;33.738;22.00;11.48;0.258;1.005
2023;14 98;TIDAHOLM;FRÖJEREDS FÖRSAMLING;35.193;33.808;22.07;11.48;0.258;1.385
2023;14 98;TIDAHOLM;HÖKENSÅS FÖRSAMLING;35.193;33.808;22.07;11.48;0.258;1.385
2023;14 98;TIDAHOLM;TIDAHOLMS FÖRSAMLING;35.193;33.808;22.07;11.48;0.258;1.385
2023;14 98;TIDAHOLM;VALSTADS FÖRSAMLING;35.193;33.808;22.07;11.48;0.258;1.385
2023;14 98;TIDAHOLM;VARVS FÖRSAMLING;35.193;33.808;22.07;11.48;0.258;1.385
2023;14 99;FALKÖPING;DALA-BORGUNDA-HÖGSTENA FÖRSAMLING;35.343;33.688;21.95;11.48;0.258;1.655
2023;14 99;FALKÖPING;FALKÖPINGS FÖRSAMLING;34.983;33.688;21.95;11.48;0.258;1.295
2023;14 99;FALKÖPING;FLOBY FÖRSAMLING;35.363;33.688;21.95;11.48;0.258;1.675
2023;14 99;FALKÖPING;GUDHEMS FÖRSAMLING;35.343;33.688;21.95;11.48;0.258;1.655
2023;14 99;FALKÖPING;HORNBORGA FÖRSAMLING;35.343;33.688;21.95;11.48;0.258;1.655
2023;14 99;FALKÖPING;KINNEVEDS FÖRSAMLING;35.363;33.688;21.95;11.48;0.258;1.675
2023;14 99;FALKÖPING;MÖSSEBERGS FÖRSAMLING;34.983;33.688;21.95;11.48;0.258;1.295
2023;14 99;FALKÖPING;SLÖTA-KARLEBY FÖRSAMLING;34.983;33.688;21.95;11.48;0.258;1.295
2023;14 99;FALKÖPING;STENSTORPS FÖRSAMLING;35.343;33.688;21.95;11.48;0.258;1.655
